numer_sta;date;pmer;tend;cod_tend;dd;ff;t;td;u;vv;ww;w1;w2;n;nbas;hbas;cl;cm;ch;pres;niv_bar;geop;tend24;tn12;tn24;tx12;tx24;tminsol;sw;tw;raf10;rafper;per;etat_sol;ht_neige;ssfrai;perssfrai;rr1;rr3;rr6;rr12;rr24;phenspe1;phenspe2;phenspe3;phenspe4;nnuage1;ctype1;hnuage1;nnuage2;ctype2;hnuage2;nnuage3;ctype3;hnuage3;nnuage4;ctype4;hnuage4;
07222;20240301120000;100110;-100;8;220;5.200000;283.850000;279.950000;77;19470;0;mq;mq;100;1;800;mq;mq;mq;99800;mq;mq;-750;mq;mq;mq;mq;280.550000;mq;mq;8.600000;10.000000;-10;0;0.000000;mq;mq;0.000000;-0.100000;5.900000;7.100000;7.300000;mq;mq;mq;mq;1;mq;870;6;mq;1560;8;mq;1860;mq;mq;mq;
07240;20240301120000;100260;-120;6;190;4.800000;280.650000;279.450000;92;17820;61;mq;mq;100;8;1750;mq;mq;mq;98910;mq;mq;-750;mq;mq;mq;mq;278.550000;mq;mq;9.100000;13.800000;-10;2;0.000000;mq;mq;3.400000;3.400000;3.400000;3.400000;5.600000;mq;mq;mq;mq;8;mq;1500;mq;9;mq;mq;mq;mq;mq;mq;mq;
07255;20240301120000;100580;-230;6;220;9.800000;283.450000;278.250000;70;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;98600;mq;mq;-640;mq;mq;mq;mq;277.250000;mq;mq;15.400000;15.400000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07280;20240301120000;100880;-130;8;170;5.500000;283.450000;276.050000;60;45910;0;mq;mq;mq;1;1250;mq;mq;mq;98260;mq;mq;-550;mq;mq;mq;mq;278.750000;mq;mq;9.200000;10.300000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;-0.100000;-0.100000;mq;mq;mq;mq;1;mq;1050;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07299;20240301120000;100970;-40;8;270;3.600000;281.650000;277.650000;76;44360;0;mq;mq;90;7;450;mq;mq;mq;97700;mq;mq;-450;mq;mq;mq;mq;279.250000;mq;mq;6.300000;7.800000;-10;0;0.000000;mq;mq;0.000000;0.000000;-0.100000;0.200000;0.200000;mq;mq;mq;mq;2;mq;570;5;mq;1320;5;mq;1500;mq;mq;mq;
07314;20240301120000;100440;-50;8;250;7.700000;283.450000;282.050000;91;mq;mq;6;2;mq;mq;mq;mq;mq;mq;100160;mq;mq;-640;mq;mq;mq;mq;mq;mq;mq;10.300000;16.500000;-10;mq;mq;mq;mq;1.400000;5.100000;8.500000;8.500000;11.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07335;20240301120000;100430;-160;6;210;10.300000;282.850000;281.750000;93;11980;62;mq;mq;100;8;250;mq;mq;mq;98990;mq;mq;-710;mq;mq;mq;mq;278.350000;mq;mq;16.200000;17.900000;-10;2;0.000000;mq;mq;0.800000;1.600000;1.600000;1.600000;3.200000;mq;mq;mq;mq;7;mq;270;8;mq;390;mq;9;mq;mq;mq;mq;
07434;20240301120000;100860;-200;8;190;8.000000;279.350000;278.950000;97;14790;51;mq;mq;100;8;150;mq;mq;mq;96050;mq;mq;-520;mq;mq;mq;mq;276.450000;mq;mq;11.400000;13.100000;-10;2;0.000000;mq;mq;-0.100000;-0.100000;-0.100000;-0.100000;2.800000;mq;mq;mq;mq;8;mq;150;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07460;20240301120000;100870;-240;7;230;5.100000;284.950000;275.650000;53;40820;0;mq;mq;90;7;1250;mq;mq;mq;96970;mq;mq;-410;mq;mq;mq;mq;275.750000;mq;mq;11.500000;11.500000;-10;0;0.000000;mq;mq;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;7;mq;1380;7;mq;1560;mq;mq;mq;mq;mq;mq;
07471;20240301120000;mq;-120;8;280;4.800000;280.350000;272.150000;56;20000;0;mq;mq;mq;3;1250;mq;mq;mq;91320;92500;727;-340;mq;mq;mq;mq;274.950000;mq;mq;10.500000;11.500000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.800000;0.800000;mq;mq;mq;mq;3;mq;1050;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07481;20240301120000;101020;-170;8;110;2.400000;283.050000;276.150000;62;45000;2;2;2;75;5;mq;31;20;11;98150;mq;mq;-460;mq;mq;mq;mq;mq;mq;mq;4.600000;4.600000;-10;1;0.000000;0.000000;-60;0.000000;0.000000;-0.100000;1.000000;1.000000;mq;mq;mq;mq;5;8;1150;4;0;8000;mq;mq;mq;mq;mq;mq;
07510;20240301120000;100910;-230;8;220;7.600000;283.450000;281.350000;87;19540;61;mq;mq;100;7;800;mq;mq;mq;100330;mq;mq;-490;mq;mq;mq;mq;275.650000;mq;mq;12.000000;13.400000;-10;2;0.000000;mq;mq;1.000000;1.400000;1.600000;1.800000;4.200000;mq;mq;mq;mq;6;mq;810;7;mq;1230;7;mq;1410;mq;8;mq;
07535;20240301120000;101200;-200;7;210;4.400000;281.150000;279.250000;88;20000;0;mq;mq;90;6;450;mq;mq;mq;98060;mq;mq;-290;mq;mq;mq;mq;278.550000;mq;mq;8.100000;10.400000;-10;0;0.000000;mq;mq;0.000000;0.200000;0.200000;0.200000;3.400000;mq;mq;mq;mq;6;mq;390;7;mq;1620;7;mq;7320;mq;mq;mq;
07558;20240301120000;101160;-110;8;300;6.500000;279.250000;274.350000;71;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;92800;mq;mq;-190;mq;mq;mq;mq;274.750000;mq;mq;10.400000;13.300000;-10;mq;0.000000;mq;mq;-0.100000;-0.100000;-0.100000;0.400000;1.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07577;20240301120000;100890;-130;8;10;6.800000;286.150000;277.350000;55;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;100010;mq;mq;-440;mq;mq;mq;mq;279.450000;mq;mq;11.400000;12.600000;-10;0;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07591;20240301120000;mq;130;8;210;5.900000;284.250000;274.450000;51;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;90400;92500;682;-650;mq;278.250000;mq;289.650000;mq;mq;mq;13.200000;13.200000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.600000;0.600000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07607;20240301120000;101190;-250;8;230;5.100000;286.150000;277.350000;55;26220;0;mq;mq;90;2;1250;mq;mq;mq;100480;mq;mq;-290;mq;mq;mq;mq;279.550000;mq;mq;8.600000;10.300000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.200000;0.600000;3.600000;mq;mq;mq;mq;1;mq;1140;7;mq;1740;7;mq;2160;mq;mq;mq;
07621;20240301120000;101310;-190;8;260;4.900000;285.350000;277.350000;58;60000;0;mq;mq;75;6;1250;mq;mq;mq;97020;mq;mq;-120;mq;mq;mq;mq;275.350000;mq;mq;7.900000;10.400000;-10;1;0.000000;mq;mq;0.000000;0.000000;-0.100000;2.700000;19.400000;mq;mq;mq;mq;5;mq;1320;6;mq;1500;6;mq;2400;mq;mq;mq;
07627;20240301120000;101300;-220;8;280;4.100000;285.050000;275.250000;51;20000;0;mq;mq;mq;0;mq;mq;mq;mq;96420;mq;mq;-120;mq;mq;mq;mq;275.450000;mq;mq;8.100000;8.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;4.200000;14.500000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07630;20240301120000;101310;-210;8;250;5.900000;285.750000;277.650000;58;29530;0;mq;mq;90;7;1250;mq;mq;mq;99520;mq;mq;-170;mq;mq;mq;mq;278.550000;mq;mq;8.900000;10.600000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.200000;2.000000;mq;mq;mq;mq;2;mq;1110;7;mq;1470;mq;mq;mq;mq;mq;mq;
07643;20240301120000;100930;-130;8;290;8.300000;288.650000;272.450000;33;24980;0;mq;mq;mq;0;mq;mq;mq;mq;100830;mq;mq;-320;mq;mq;mq;mq;279.850000;mq;mq;11.400000;13.700000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07650;20240301120000;100720;-20;8;310;13.800000;287.750000;277.450000;50;2530;10;mq;mq;mq;0;mq;mq;mq;mq;100340;mq;mq;-460;mq;mq;mq;mq;280.850000;mq;mq;19.400000;21.500000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07661;20240301120000;mq;mq;mq;290;11.900000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;15.900000;16.500000;-10;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07690;20240301120000;100460;10;0;150;2.500000;288.650000;284.650000;77;30000;1;2;2;90;1;800;35;27;12;100150;mq;mq;-500;mq;mq;mq;mq;283.850000;mq;mq;3.400000;4.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;-0.100000;-0.100000;mq;mq;mq;mq;1;6;600;3;3;5000;6;0;8000;mq;mq;mq;
07747;20240301120000;101160;-150;8;290;8.100000;287.850000;272.550000;35;42710;0;mq;mq;mq;0;mq;mq;mq;mq;100630;mq;mq;-150;mq;mq;mq;mq;280.650000;mq;mq;13.300000;15.400000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;-0.100000;-0.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07761;20240301120000;100470;-10;8;200;3.500000;288.550000;285.350000;81;60000;0;mq;mq;75;3;800;mq;mq;mq;100360;mq;mq;-370;mq;mq;mq;mq;283.550000;mq;mq;4.700000;4.700000;-10;mq;0.000000;mq;mq;0.000000;0.000000;2.000000;5.500000;11.300000;mq;mq;mq;mq;1;mq;750;3;mq;1320;6;mq;1680;mq;mq;mq;
07790;20240301120000;100380;-20;8;130;1.800000;285.550000;284.750000;95;4780;63;mq;mq;100;7;450;mq;mq;mq;100240;mq;mq;-530;mq;mq;mq;mq;284.950000;mq;mq;2.900000;3.100000;-10;mq;0.000000;mq;mq;0.400000;4.000000;8.100000;11.300000;26.600000;mq;mq;mq;mq;1;mq;330;3;mq;690;5;mq;990;mq;mq;mq;
61970;20240301120000;100880;60;6;50;3.800000;305.650000;298.250000;65;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100770;mq;mq;110;mq;300.350000;mq;306.450000;mq;mq;mq;mq;8.400000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61972;20240301120000;101080;90;7;150;7.000000;303.550000;297.250000;69;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101010;mq;mq;130;mq;300.250000;mq;304.950000;mq;mq;mq;mq;12.600000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.200000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61976;20240301120000;101070;110;5;110;8.400000;303.150000;297.350000;71;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100980;mq;mq;150;mq;299.350000;mq;304.750000;mq;mq;mq;mq;11.700000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;6.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61980;20240301120000;101340;-80;7;110;9.200000;301.850000;292.750000;58;36630;0;mq;mq;mq;0;mq;mq;mq;mq;101190;mq;mq;240;mq;mq;mq;mq;mq;mq;mq;12.700000;14.300000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61996;20240301120000;100160;50;1;280;7.400000;292.750000;289.750000;83;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;99820;mq;mq;-710;mq;291.250000;mq;295.350000;mq;mq;mq;mq;11.700000;-10;mq;mq;mq;mq;0.000000;0.200000;0.400000;0.800000;3.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61997;20240301120000;101720;30;0;250;11.600000;283.650000;281.950000;89;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;99960;mq;mq;40;mq;276.450000;mq;287.550000;mq;mq;mq;mq;18.200000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61998;20240301120000;99770;-330;7;290;3.100000;284.150000;278.250000;67;30000;1;mq;mq;75;2;800;38;23;11;99410;mq;mq;620;mq;mq;mq;mq;mq;mq;mq;mq;8.200000;-10;mq;mq;mq;mq;0.000000;mq;0.000000;mq;mq;mq;mq;mq;mq;1;8;780;5;3;3900;mq;mq;mq;mq;mq;mq;
67005;20240301120000;100900;-170;8;200;2.600000;304.750000;297.650000;66;20000;0;mq;mq;mq;1;800;mq;mq;mq;100820;mq;mq;50;mq;mq;mq;mq;mq;mq;mq;4.000000;4.900000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;4.400000;4.400000;mq;mq;mq;mq;1;mq;930;mq;mq;mq;mq;mq;mq;mq;mq;mq;
71805;20240301120000;101460;300;3;280;13.800000;265.050000;264.150000;93;4270;70;mq;mq;100;8;800;mq;mq;mq;101370;mq;mq;-210;mq;mq;mq;mq;273.350000;mq;mq;18.900000;22.200000;-10;mq;mq;mq;mq;-0.100000;-0.100000;-0.100000;0.600000;3.200000;mq;mq;mq;mq;1;mq;690;3;mq;870;6;mq;1020;mq;mq;mq;
78894;20240301120000;101870;150;1;60;7.400000;299.350000;293.950000;72;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101350;mq;mq;50;mq;298.150000;mq;303.850000;mq;mq;mq;11.100000;13.200000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78897;20240301120000;101840;170;1;140;0.900000;298.250000;295.350000;84;59290;mq;mq;mq;mq;mq;mq;mq;mq;mq;101750;mq;mq;80;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.200000;0.600000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78922;20240301120000;101820;190;2;70;7.900000;300.050000;295.650000;77;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101370;mq;mq;60;mq;296.550000;mq;303.050000;mq;mq;mq;11.300000;11.300000;-10;mq;mq;mq;mq;0.000000;0.000000;1.400000;4.000000;4.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78925;20240301120000;101770;180;1;90;4.400000;299.250000;294.850000;77;44180;0;mq;mq;mq;4;800;mq;mq;mq;101680;mq;mq;60;mq;mq;mq;mq;mq;mq;mq;7.400000;7.400000;-10;mq;mq;mq;mq;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;mq;mq;1;mq;750;3;mq;1500;mq;mq;mq;mq;mq;mq;
81401;20240301120000;101390;200;3;40;1.100000;303.250000;297.450000;71;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101330;mq;mq;-20;mq;294.650000;mq;308.650000;mq;mq;mq;3.300000;3.300000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81405;20240301120000;101400;180;3;60;3.300000;301.850000;297.150000;76;50720;0;mq;mq;mq;0;mq;mq;mq;mq;101310;mq;mq;-40;296.850000;mq;mq;mq;297.050000;mq;mq;7.200000;7.200000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81408;20240301120000;101390;200;3;40;1.300000;302.950000;298.450000;77;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101310;mq;mq;10;mq;296.950000;mq;304.850000;mq;mq;mq;3.700000;3.700000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.800000;3.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81415;20240301120000;101480;230;3;50;1.100000;301.150000;295.850000;73;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100270;mq;mq;10;mq;296.050000;mq;307.350000;mq;mq;mq;2.700000;4.000000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
89642;20240301120000;97350;70;3;170;12.300000;261.850000;250.050000;33;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;96810;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;20.600000;22.100000;-60;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07005;20240301150000;99710;-90;8;190;1.900000;284.250000;276.250000;58;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;98850;mq;mq;-670;mq;mq;mq;mq;274.850000;mq;mq;6.600000;9.300000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.200000;0.400000;3.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07015;20240301150000;99850;-70;6;200;7.800000;282.450000;278.250000;75;23920;0;mq;mq;mq;2;4380;mq;mq;mq;99290;mq;mq;-660;mq;mq;mq;mq;275.850000;mq;mq;12.200000;14.200000;-10;0;0.000000;mq;mq;-0.100000;0.200000;1.600000;1.600000;2.800000;mq;mq;mq;mq;2;mq;4380;mq;9;mq;mq;mq;mq;mq;mq;mq;
07020;20240301150000;99310;-120;8;230;7.500000;279.150000;276.950000;86;9000;2;2;mq;90;7;450;37;mq;mq;99200;mq;mq;-1040;mq;mq;mq;mq;mq;mq;mq;10.800000;18.500000;-10;mq;mq;mq;mq;1.800000;1.800000;2.000000;8.000000;11.200000;mq;mq;mq;mq;4;7;500;3;6;1000;mq;mq;mq;mq;mq;mq;
07027;20240301150000;99540;-220;8;180;6.300000;279.750000;277.250000;84;15040;61;mq;mq;100;4;800;mq;mq;mq;98730;mq;mq;-740;mq;mq;mq;mq;279.550000;mq;mq;9.100000;15.200000;-10;1;0.000000;mq;mq;0.200000;0.200000;0.200000;3.200000;6.400000;mq;mq;mq;mq;4;mq;900;4;mq;1320;7;mq;1680;mq;mq;mq;
07037;20240301150000;99680;-180;8;190;6.900000;282.450000;276.450000;66;56450;0;mq;mq;100;1;1250;mq;mq;mq;97820;mq;mq;-720;mq;mq;mq;mq;278.150000;mq;mq;9.500000;12.300000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.400000;0.600000;3.600000;mq;mq;mq;mq;1;mq;1230;8;mq;2460;mq;mq;mq;mq;mq;mq;
07072;20240301150000;100220;-130;6;170;5.900000;281.950000;279.750000;86;5480;61;mq;mq;100;8;800;mq;mq;mq;99080;mq;mq;-590;mq;mq;mq;mq;276.850000;mq;mq;9.800000;11.900000;-10;1;mq;mq;mq;-0.100000;-0.100000;-0.100000;-0.100000;0.600000;mq;mq;mq;mq;3;mq;630;6;mq;900;8;mq;1080;mq;mq;mq;
07110;20240301150000;99480;-160;6;250;8.100000;280.650000;276.550000;75;39020;0;mq;mq;mq;2;450;mq;mq;mq;98310;mq;mq;-1260;mq;mq;mq;mq;275.350000;mq;mq;12.300000;15.900000;-10;0;0.000000;mq;mq;0.200000;0.200000;0.400000;1.600000;mq;mq;mq;mq;mq;1;mq;510;mq;9;mq;mq;mq;mq;mq;mq;mq;
07117;20240301150000;99330;-190;6;230;9.900000;281.150000;275.150000;66;15000;15;2;mq;90;6;450;33;mq;mq;98640;mq;mq;-1300;mq;mq;mq;mq;mq;mq;mq;16.100000;18.000000;-10;2;mq;mq;mq;0.400000;0.600000;0.600000;6.500000;8.900000;mq;mq;mq;mq;4;6;800;3;9;400;mq;mq;mq;mq;mq;mq;
07130;20240301150000;99680;-230;8;210;5.800000;280.550000;278.150000;85;31330;0;mq;mq;100;1;800;mq;mq;mq;99230;mq;mq;-810;mq;mq;mq;mq;278.650000;mq;mq;11.600000;11.600000;-10;1;0.000000;mq;mq;0.000000;1.600000;1.600000;10.100000;12.800000;mq;mq;mq;mq;1;mq;600;8;mq;3000;mq;mq;mq;mq;mq;mq;
07139;20240301150000;99680;-270;8;240;4.900000;280.550000;278.850000;89;11450;61;mq;mq;100;8;450;mq;mq;mq;97950;mq;mq;-770;mq;mq;mq;mq;280.050000;mq;mq;7.800000;11.000000;-10;2;0.000000;mq;mq;1.800000;1.800000;2.000000;5.600000;7.800000;mq;mq;mq;mq;1;mq;420;3;mq;600;7;mq;1110;mq;mq;mq;
07149;20240301150000;99970;-210;6;180;6.500000;283.850000;279.550000;75;15000;3;8;6;75;6;450;38;23;11;98900;mq;mq;-710;mq;mq;mq;mq;mq;mq;mq;11.000000;11.000000;-10;1;0.000000;0.000000;-30;-0.100000;-0.100000;-0.100000;-0.100000;1.400000;mq;mq;mq;mq;4;8;510;3;6;1290;3;3;3000;6;0;7000;
07168;20240301150000;100330;-150;6;190;8.100000;283.050000;279.250000;77;18130;60;mq;mq;100;7;1250;mq;mq;mq;98920;mq;mq;-550;mq;mq;mq;mq;274.150000;mq;mq;11.700000;12.500000;-10;0;0.000000;mq;mq;-0.100000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;7;mq;1110;8;mq;1560;mq;mq;mq;mq;mq;mq;
07181;20240301150000;100540;-170;6;180;6.300000;283.550000;274.350000;53;50430;0;mq;mq;90;7;1750;mq;mq;mq;96420;mq;mq;-420;mq;mq;mq;mq;277.850000;mq;mq;9.300000;12.100000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;7;mq;1740;7;mq;6480;mq;mq;mq;mq;mq;mq;
07190;20240301150000;100700;-140;7;160;3.100000;284.650000;278.250000;65;55200;0;mq;mq;mq;1;1250;mq;mq;mq;98900;mq;mq;-350;mq;mq;mq;mq;275.850000;mq;mq;5.500000;6.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;mq;1050;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07207;20240301150000;99800;-200;6;270;11.800000;281.450000;277.650000;77;mq;mq;6;2;mq;mq;mq;mq;mq;mq;99280;mq;mq;-980;mq;mq;mq;mq;mq;mq;mq;17.600000;21.400000;-10;mq;mq;mq;mq;-0.100000;0.400000;1.200000;9.500000;11.300000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07222;20240301150000;99890;-220;6;270;4.200000;281.350000;279.150000;86;56710;0;mq;mq;100;8;800;mq;mq;mq;99580;mq;mq;-700;mq;mq;mq;mq;280.650000;mq;mq;6.800000;15.100000;-10;1;0.000000;mq;mq;0.200000;2.400000;2.400000;9.500000;9.500000;mq;mq;mq;mq;1;mq;810;6;mq;1050;8;mq;1320;mq;9;mq;
07240;20240301150000;99910;-330;8;190;8.200000;284.050000;281.450000;84;26930;0;mq;mq;90;7;450;mq;mq;mq;98580;mq;mq;-750;mq;mq;mq;mq;278.550000;mq;mq;12.100000;13.000000;-10;0;0.000000;mq;mq;0.000000;0.200000;3.600000;3.600000;5.200000;mq;mq;mq;mq;6;mq;450;7;mq;600;7;mq;6000;mq;mq;mq;
07255;20240301150000;100330;-240;6;220;7.800000;284.150000;279.250000;72;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;98360;mq;mq;-570;mq;mq;mq;mq;277.250000;mq;mq;11.800000;12.100000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07280;20240301150000;100690;-190;6;180;5.800000;283.850000;274.650000;53;54410;0;mq;mq;100;8;1750;mq;mq;mq;98070;mq;mq;-380;mq;mq;mq;mq;278.950000;mq;mq;9.500000;10.000000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;-0.100000;-0.100000;mq;mq;mq;mq;8;mq;1620;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07299;20240301150000;100800;-140;6;130;2.300000;283.150000;278.350000;72;47260;0;mq;mq;90;7;800;mq;mq;mq;97560;mq;mq;-250;mq;mq;mq;mq;279.650000;mq;mq;3.800000;3.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.200000;0.200000;mq;mq;mq;mq;5;mq;810;7;mq;960;7;mq;1170;mq;mq;mq;
07314;20240301150000;100170;-260;6;220;9.900000;284.850000;282.750000;87;mq;mq;6;2;mq;mq;mq;mq;mq;mq;99900;mq;mq;-700;mq;mq;mq;mq;mq;mq;mq;13.200000;16.500000;-10;mq;mq;mq;mq;0.800000;2.000000;7.100000;10.500000;11.900000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07335;20240301150000;100170;-250;8;200;8.700000;283.650000;281.550000;87;32800;0;mq;mq;90;2;450;mq;mq;mq;98740;mq;mq;-620;mq;mq;mq;mq;278.350000;mq;mq;13.200000;13.200000;-10;1;0.000000;mq;mq;-0.100000;1.400000;3.000000;3.000000;4.200000;mq;mq;mq;mq;2;mq;420;4;mq;2820;6;mq;3480;mq;8;mq;
07434;20240301150000;100580;-260;6;190;6.900000;279.850000;279.550000;98;5960;50;mq;mq;100;8;150;mq;mq;mq;95790;mq;mq;-480;mq;mq;mq;mq;276.450000;mq;mq;9.900000;12.000000;-10;2;0.000000;mq;mq;0.200000;0.400000;0.400000;0.400000;2.600000;mq;mq;mq;mq;8;mq;120;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07460;20240301150000;100590;-260;6;170;6.800000;285.450000;277.150000;57;50560;0;mq;mq;90;7;1750;mq;mq;mq;96710;mq;mq;-330;mq;mq;mq;mq;275.750000;mq;mq;11.300000;11.300000;-10;0;0.000000;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;7;mq;1500;7;mq;1920;mq;mq;mq;mq;mq;mq;
07471;20240301150000;mq;-140;6;260;4.500000;281.150000;273.650000;59;20000;0;mq;mq;mq;3;1250;mq;mq;mq;91180;92500;714;-190;mq;mq;mq;mq;274.950000;mq;mq;8.000000;11.000000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.400000;0.800000;mq;mq;mq;mq;3;mq;1110;3;mq;1320;mq;mq;mq;mq;mq;mq;
